Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2010,1,4,,,9,19,,,6,,,,,,8,,18,6,,7,3,9,,8,11,6,,,30,14,13,8,,10,15,,,8,6,14,6,
01-01-2010,2,4,,,9,22,,,11,,,,,,7,,16,6,,9,3,10,,5,8,16,,,26,12,10,8,,8,12,,,11,8,13,11,
01-01-2010,3,3,,,7,11,,,9,,,,,,7,,11,6,,5,2,8,,6,8,8,,,14,9,10,8,,10,11,,,11,10,9,5,
01-01-2010,4,2,,,17,10,,,6,,,,,,10,,7,3,,2,1,2,,5,8,1,,,6,9,7,4,,10,9,,,8,6,7,2,
01-01-2010,5,1,,,33,13,,,4,,,,,,20,,5,3,,2,1,2,,5,9,1,,,5,12,3,3,,17,10,,,5,5,5,1,
01-01-2010,6,1,,,8,7,,,4,,,,,,12,,6,3,,2,1,4,,6,10,0,,,6,9,2,3,,5,3,,,5,1,1,1,
01-01-2010,7,0,,,4,2,,,3,,,,,,3,,5,1,,2,1,2,,3,4,0,,,2,3,1,2,,1,4,,,4,0,0,0,
01-01-2010,8,0,,,4,2,,,4,,,,,,2,,4,1,,2,1,2,,1,3,0,,,1,2,1,1,,1,2,,,4,0,0,0,
01-01-2010,9,0,,,3,2,,,4,,,,,,3,,4,2,,1,1,2,,1,2,0,,,0,3,1,1,,2,2,,,4,0,0,1,
01-01-2010,10,0,,,3,1,,,4,,,,,,3,,4,2,,2,1,2,,2,2,0,,,0,2,1,0,,1,2,,,5,0,0,0,
01-01-2010,11,0,,,3,1,,,3,,,,,,2,,4,1,,2,1,1,,1,2,0,,,0,2,1,0,,1,1,,,4,0,0,0,
01-01-2010,12,0,,,3,1,,,3,,,,,,2,,4,1,,2,1,1,,1,2,0,,,0,2,1,1,,1,1,,,4,0,0,0,
01-01-2010,13,0,,,3,1,,,4,,,,,,2,,4,1,,2,1,1,,1,2,0,,,0,2,1,1,,1,1,,,4,0,0,0,
01-01-2010,14,0,,,3,1,,,4,,,,,,2,,4,1,,2,1,1,,1,2,0,,,0,2,1,1,,2,1,,,4,0,0,0,
