Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2010,1,1,,3,64,22,,,0,,8,,,,94,,9,7,4,5,5,7,,2,7,,,,7,52,4,3,,19,28,,,1,10,30,4,
01-06-2010,2,2,,3,80,38,,,0,,8,,,,64,,24,9,9,5,8,10,,3,15,,,,3,66,4,1,,22,41,,,2,16,40,4,
01-06-2010,3,6,,4,27,58,,,0,,7,,,,45,,23,14,30,5,12,21,,4,25,,,,4,54,5,0,,65,84,,,2,75,,4,
01-06-2010,4,3,,8,12,38,,,1,,,,,,16,,7,44,37,27,88,52,,5,31,,,,27,30,5,0,,34,83,,,3,175,20,4,
01-06-2010,5,2,,4,14,19,,,1,,9,,,,16,,16,39,28,10,17,23,,5,16,,,,4,13,6,0,,18,26,,,5,94,33,6,
01-06-2010,6,2,,4,14,11,,,1,,18,,,,15,,14,19,42,25,7,8,,5,13,,,,3,7,7,2,,20,31,,,4,47,48,5,
01-06-2010,7,3,,5,10,12,,,9,,7,,,,15,,8,17,18,33,8,9,,7,14,,,,13,5,12,5,,21,41,,,10,45,25,7,
01-06-2010,8,4,,6,21,20,,,12,,8,,,,17,,11,18,8,23,11,12,,11,19,,,,11,7,9,8,,28,66,,,11,61,21,12,
01-06-2010,9,7,,10,62,24,,,10,,,,,,23,,,16,15,27,13,12,,21,22,,,,9,15,10,7,,34,63,,,8,40,57,17,
01-06-2010,10,17,,14,38,21,,,11,,6,,,,20,,,,20,17,13,14,,17,22,,,,,14,16,9,,32,49,,,10,23,66,19,
01-06-2010,11,10,,10,28,18,,,6,,3,,,,14,,,12,16,13,11,12,,11,15,,,,,11,10,6,,27,45,,,6,14,45,17,
01-06-2010,12,7,,5,24,9,,,3,,2,,,,8,,,7,13,8,5,7,,7,11,,,,,7,6,2,,14,22,,,3,8,20,8,
01-06-2010,13,5,,3,11,7,,,1,,2,,,,7,,,4,13,6,3,3,,5,8,,,,,4,5,2,,8,13,,,1,7,11,5,
01-06-2010,14,5,,3,9,8,,,1,,2,,,,9,,4,4,8,9,2,3,,5,8,,,,,4,5,1,,8,6,,,1,9,3,7,
01-06-2010,15,5,,5,9,10,,,1,,2,,,,10,,5,6,6,7,4,5,,5,9,,,,,7,5,1,,7,4,,,1,8,2,7,
01-06-2010,16,3,,6,8,8,,,1,,,,,,10,,6,,5,5,5,6,,6,10,,,,,7,4,2,,5,3,,,2,5,2,6,
01-06-2010,17,3,,5,7,7,,,1,,,,,,8,,6,6,4,4,4,5,,7,12,,,,,6,4,1,,3,4,,,1,4,6,5,
01-06-2010,18,2,,2,7,5,,,0,,1,,,,7,,3,3,4,3,2,2,,4,8,,,,,4,4,0,,2,7,,,1,3,12,4,
01-06-2010,19,2,,3,7,4,,,0,,2,,,,5,,3,2,3,2,1,2,,3,7,,,,,2,4,0,,0,4,,,1,2,5,3,
01-06-2010,20,2,,3,4,,,,0,,3,,,,4,,2,2,2,2,1,2,,3,6,,,,,1,4,0,,0,1,,,1,2,2,4,
01-06-2010,21,2,,2,4,,,,0,,2,,,,4,,3,2,2,2,1,2,,3,6,,,,,1,4,0,,2,2,,,1,2,2,2,
01-06-2010,22,2,,3,4,,,,1,,5,,,,4,,3,2,2,2,1,2,,3,6,,,,,1,4,0,,2,2,,,1,2,2,5,
01-06-2010,23,2,,6,4,3,,,0,,,,,,4,,3,2,3,3,1,2,,3,6,,,,,1,5,0,,3,4,,,1,2,2,9,
01-06-2010,24,2,,7,3,3,,,1,,,,,,4,,3,2,4,3,2,2,,3,6,,,,,1,5,0,,0,7,,,1,2,5,4,
02-06-2010,1,2,,6,13,,,,0,,7,,,,7,,3,2,4,4,5,2,,3,6,,,,,1,5,0,,16,29,,,1,7,26,4,
02-06-2010,2,2,,2,23,30,,,0,,4,,,,6,,3,7,8,4,5,2,,3,6,,,,,2,5,0,,72,39,,,0,34,,3,
02-06-2010,3,4,,2,10,34,,,0,,,,,,5,,3,43,10,4,47,2,,3,6,,,,,3,5,0,,32,34,,,0,52,,4,
02-06-2010,4,25,,3,9,12,,,0,,,,,,5,,2,36,25,5,49,18,,3,6,,,,,4,5,0,,40,39,,,0,36,,4,
02-06-2010,5,21,,9,4,22,,,0,,,,,,5,,3,29,63,6,42,29,,3,6,,,,,2,5,0,,38,55,,,1,67,78,6,
02-06-2010,6,10,,26,4,6,,,0,,,,,,6,,6,27,59,10,51,29,,3,7,,,,,2,6,0,,5,48,,,2,56,52,9,
02-06-2010,7,9,,,5,8,,,2,,5,,,,8,,7,31,17,23,38,8,,4,9,,,,,4,7,1,,15,11,,,8,25,24,8,
02-06-2010,8,11,,35,10,27,,,6,,4,,,,10,,6,35,24,27,39,20,,8,12,,,,,7,6,2,,28,20,,,6,26,25,22,
02-06-2010,9,64,,34,27,25,,,6,,,,,,17,,12,36,30,19,34,32,,13,17,,,,,14,7,6,,24,32,,,6,23,32,32,
02-06-2010,10,55,,16,19,21,,,3,,,,,,15,,8,25,27,22,20,25,,14,17,,,,,20,7,4,,17,20,,,3,18,28,24,
02-06-2010,11,9,,6,10,14,,,1,,1,,,,13,,6,13,9,11,9,13,,7,12,,,,,12,6,1,,10,10,,,3,11,17,8,
02-06-2010,12,5,,5,8,7,,,1,,1,,,,7,,4,6,5,5,5,6,,5,9,,,,,4,5,1,,4,6,,,1,4,7,6,
02-06-2010,13,3,,4,7,5,,,0,,1,,,,6,,4,5,5,4,2,4,,5,8,,,,,4,5,1,,3,6,,,1,3,5,5,
02-06-2010,14,3,,3,6,5,,,0,,1,,,,6,,3,4,5,3,2,3,,4,8,,,,,4,4,1,,1,5,,,1,4,3,5,
02-06-2010,15,3,,3,4,4,,,1,,1,,,,4,,3,4,4,4,2,3,,4,7,,,,,3,4,0,,0,4,,,0,3,4,4,
02-06-2010,16,3,,2,4,4,,,1,,1,,,,5,,3,3,4,3,2,2,,4,7,,,,,3,4,0,,0,2,,,0,2,4,4,
02-06-2010,17,2,,2,4,4,,,5,,1,,,,5,,3,3,4,2,1,3,,4,7,,,,,2,4,0,,1,2,,,1,2,4,4,
02-06-2010,18,2,,2,4,3,,,0,,2,,,,3,,3,3,3,2,1,2,,3,6,,,,,1,4,0,,0,2,,,0,2,3,3,
02-06-2010,19,2,,1,4,3,,,0,,4,,,,4,,2,3,3,2,0,2,,3,6,,,,,1,4,0,,0,2,,,0,1,3,2,
02-06-2010,20,2,,1,3,3,,,0,,3,,,,3,,2,2,2,1,1,2,,3,6,,,,,1,4,0,,0,1,,,0,1,,2,
02-06-2010,21,,,1,4,2,,,0,,1,,,,3,,2,2,2,1,0,1,,3,6,,,,,1,4,0,,0,1,,,1,1,,2,
02-06-2010,22,2,,1,4,2,,,0,,0,,,,4,,3,2,3,2,1,2,,3,7,,,,,1,4,0,,3,1,,,0,1,,2,
02-06-2010,23,2,,3,4,3,,,0,,1,,,,4,,3,2,3,2,1,2,,3,6,,,,,1,4,0,,6,1,,,0,2,,2,
02-06-2010,24,2,,4,3,3,,,0,,1,,,,4,,3,2,3,3,2,2,,3,7,,,,,1,4,0,,6,2,,,0,2,,9,
03-06-2010,1,2,,6,3,3,,,0,,,,,,3,,2,2,4,3,1,2,,3,6,,,,,1,4,0,,1,2,,,0,3,,8,
03-06-2010,2,3,,6,3,3,,,0,,2,,,,3,,2,2,4,4,2,2,,3,6,,,,,2,4,0,,0,2,,,0,2,,5,
03-06-2010,3,3,,2,3,3,,,0,,6,,,,3,,3,3,4,2,2,2,,3,6,,,,,1,4,0,,0,4,,,0,3,,4,
03-06-2010,4,3,,1,2,3,,,0,,3,,,,3,,2,3,4,1,2,2,,3,6,,,,,1,4,0,,0,3,,,0,2,,4,
03-06-2010,5,3,,2,3,3,,,0,,3,,,,3,,3,3,4,1,3,2,,3,6,,,,,4,5,0,,0,3,,,0,4,,8,
