,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,,5.0,4.0,,7.723140495867769,7.53125,,10.28566804962761,11.64342881483565
Febrero,3.0,4.0,4.0,5.204545454545454,7.751515151515152,6.5442073170731705,7.18947590018811,10.684696733486087,11.524068274689373
Marzo,2.0,5.0,5.0,4.036161335187761,6.344585091420535,7.861031518624642,7.006071760376078,7.240785951873446,11.374511518185777
Abril,2.0,4.0,3.0,3.6820809248554913,5.656934306569343,6.124777183600713,7.252930721930103,6.260240681858875,8.549777106237077
Mayo,2.0,4.0,2.0,5.252019386106624,6.263456090651558,6.06184012066365,10.782693566234407,7.7563058004246095,12.823957031674382
Junio,1.0,3.0,1.0,2.7234352256186316,4.976261127596439,3.0853146853146853,6.28889677005077,5.082034343928625,6.276071203689107
Julio,1.0,4.0,1.0,3.220028208744711,4.5049088359046285,3.072802197802198,10.901308401194795,2.87429346938306,9.829015623162897
Agosto,2.0,3.0,2.0,3.492957746478873,3.515277777777778,3.712290502793296,5.960313599715777,4.460899817617029,7.207487544512394
Septiembre,2.0,2.0,,5.152517985611511,4.704512372634643,,7.514235586272346,7.866878570477045,
Octubre,4.0,3.0,,8.911554921540656,6.948328267477204,,13.766653105298403,12.302518777946506,
Noviembre,5.0,3.5,7.0,10.323275862068966,8.634782608695652,11.493016759776536,13.971000949347486,13.741547882116633,13.905724790005841
Diciembre,4.0,4.0,6.0,9.014388489208633,7.551336146272855,10.71832884097035,14.349781154639064,11.383820754595622,14.731521315885256
