,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,,2.0,2.0,,4.110169491525424,4.264993026499303,,5.034169914910878,6.616347129386689
Febrero,,3.0,3.0,,7.625766871165644,8.010802469135802,,17.96013194987111,17.379433402239233
Marzo,,4.0,3.0,,7.138545953360768,7.592233009708738,,10.965543364988239,12.848806500175975
Abril,,2.0,2.0,,2.953521126760563,3.8461538461538463,,4.153857995197223,6.48003332110075
Mayo,,1.0,1.0,,2.2054794520547945,2.255586592178771,,3.2779719721071654,3.501493717947666
Junio,,1.0,1.0,,1.989825581395349,2.214492753623188,,3.115189994712734,4.553863265644077
Julio,,1.0,2.0,,2.1424501424501425,2.933641975308642,,2.23630879184635,4.180278013897511
Agosto,,2.0,,,2.6243093922651934,,,3.239156216369814,
Septiembre,,2.0,1.0,,2.296875,1.5072463768115942,,2.59963700414939,0.8157131200907278
Octubre,,2.0,1.0,,2.7017543859649122,2.403361344537815,,3.1365128529352275,4.095259794065323
Noviembre,,3.0,3.0,,5.1085714285714285,5.528735632183908,,5.802390678358715,8.444778326812486
Diciembre,,3.0,2.0,,4.466947960618847,3.3609958506224067,,4.3425463544964105,4.217556644368776
