,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,3.0,6.0,5.0,9.950980392156863,13.77208480565371,12.069900142653353,19.960785180634506,22.674987152621636,22.800362619077855
Febrero,2.0,3.0,4.0,5.419672131147541,7.184834123222749,6.87111801242236,10.278595734340065,12.281725542059604,11.380886462140062
Marzo,2.0,3.0,3.0,4.79696132596685,5.566481994459834,7.1734375,8.386344801844944,8.167058495684728,11.268090892389665
Abril,1.0,3.0,2.0,2.6045845272206303,4.045189504373178,3.685245901639344,4.462961766858772,4.324028792750115,5.200513514168
Mayo,2.0,3.0,3.0,4.515905947441217,5.417867435158501,5.950069348127601,9.423593238850458,9.079798426019636,11.462632678047868
Junio,2.0,2.0,2.0,3.245508982035928,3.9753265602322205,3.772594752186589,5.444794018093745,6.403871075772998,5.999577209111424
Julio,1.0,2.0,2.0,3.4275534441805227,4.095371669004208,4.148251748251749,6.535441905860307,6.846995027602725,7.5865025834793665
Agosto,1.0,2.0,2.0,3.4445983379501386,3.2505494505494505,5.257261410788382,8.926288057927001,4.895704617953344,10.300078622833707
Septiembre,1.0,2.0,2.0,2.8575581395348837,3.509461426491994,4.309711286089239,5.985431208410784,6.948340039272149,5.263942405960292
Octubre,1.0,1.0,3.0,2.327754532775453,2.1276005547850207,4.913846153846154,4.50139296950607,4.106610651160142,7.995675469328792
Noviembre,5.0,5.0,5.0,9.374821173104435,8.214007782101167,9.772556390977444,12.676478955138402,9.541992871562679,12.720335256815298
Diciembre,5.0,6.0,,10.412884333821376,11.96,,13.72475376859621,15.302149044468004,
