,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,,4.0,,,6.872549019607843,,,11.465993500679378,
Febrero,,3.0,,,5.322289156626506,,,9.397781430085775,
Marzo,,2.0,,,7.5413642960812775,,,16.11581769916547,
Abril,,3.0,,,4.605882352941176,,,5.800103659450027,
Mayo,,3.0,,,6.56140350877193,,,9.6722266183765,
Junio,,3.0,,,4.867418899858956,,,6.920608846271303,
Julio,,2.0,,,3.220708446866485,,,3.8608549392168054,
Agosto,,5.0,,,4.61863173216885,,,4.062572091996039,
Septiembre,,6.0,,,5.578125,,,3.206435368727469,
Octubre,,3.0,,,5.090277777777778,,,6.77936941861919,
Noviembre,,5.0,,,9.23453237410072,,,12.255374121007176,
Diciembre,,8.0,,,12.81021897810219,,,16.566869803589103,
