Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2021,1,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,
01-06-2021,2,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,
01-06-2021,3,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,
01-06-2021,4,0.07,,,,0.13,,0.09,0.19,0.01,,,0.31,,,,0.20,0.05,,,,0.19,0.11,,,,0.27,0.16,,,0.08,,0.13,0.12,0.12,,,,0.18,,,0.25,0.18,,,,,0.13,,
01-06-2021,5,0.11,,,,0.17,,0.23,0.23,0.04,,,0.39,,,,0.27,0.05,,,,0.17,0.45,,,,0.40,0.67,,,0.13,,0.17,0.25,0.16,,,,0.22,,,0.28,0.29,,,,,0.25,,
01-06-2021,6,0.33,,,,0.26,,0.59,0.37,0.13,,,0.81,,,,0.80,0.15,,,,0.15,0.90,,,,0.38,0.93,,,0.15,,0.35,0.52,0.37,,,,0.16,,,0.39,0.45,,,,,0.29,,
01-06-2021,7,0.50,,,,0.39,,0.80,0.53,0.36,,,1.50,,,,1.45,0.22,,,,0.18,0.60,,,,0.48,0.96,,,0.28,,0.80,0.87,0.46,,,,0.52,,,0.61,0.62,,,,,0.54,,
01-06-2021,8,0.45,,,,0.84,,0.53,0.59,0.56,,,1.15,,,,0.90,0.37,,,,0.27,0.68,,,,0.60,0.79,,,0.34,,0.68,0.91,0.44,,,,0.52,,,0.78,0.60,,,,,0.42,,
01-06-2021,9,0.34,,,,0.59,,0.63,0.61,0.68,,,0.65,,,,0.47,0.57,,,,0.28,0.54,,,0.78,0.79,0.85,,,0.45,,0.60,0.81,0.34,,,,0.39,,,0.89,0.45,,,,,0.31,,
01-06-2021,10,0.30,,,,0.49,,0.50,0.57,0.45,,,0.60,,,,0.59,0.46,,,,0.20,0.48,,,0.64,0.76,0.67,,,0.42,,0.58,0.66,0.41,,,,0.34,,,0.67,0.47,,,,,0.38,,
01-06-2021,11,0.30,,,,0.47,,0.58,0.43,0.43,,,0.63,,,,0.57,0.48,,,,0.21,0.53,,,0.69,0.62,0.62,,,0.47,,0.48,0.69,0.53,,,,0.30,,,0.54,0.43,,,,,0.29,,
01-06-2021,12,0.26,,,,0.22,,0.43,0.34,0.49,,,0.57,,,,0.42,0.46,,,,0.21,0.42,,,0.65,0.60,0.54,,,0.53,,0.43,0.50,0.34,,,,0.34,,,0.49,0.36,,,,,0.25,,
01-06-2021,13,0.17,,,,0.20,,0.29,0.38,0.26,,,0.58,,,,0.39,0.33,,,,0.20,0.36,,,0.84,0.45,0.45,,,0.32,,0.33,0.31,0.23,,,,0.31,,,0.36,0.18,,,,,0.18,,
01-06-2021,14,0.14,,,,0.19,,0.36,0.39,0.25,,,0.49,,0.29,,0.30,0.20,,,,0.21,0.23,,,0.21,0.39,0.45,,,0.27,,0.31,0.20,0.29,,,,0.28,,,0.27,0.20,,,,,0.09,,
01-06-2021,15,0.12,,,,0.19,,0.12,0.14,0.13,,,0.51,,0.20,,0.25,0.15,,,,0.23,0.16,,,0.38,0.27,0.31,,,0.24,,0.23,0.15,0.18,,,,0.25,,,0.28,0.17,,0.26,,,0.09,,
01-06-2021,16,0.10,,,,0.13,,0.11,0.15,0.08,,,0.49,,0.17,,0.24,0.12,,,,0.21,0.15,,,0.44,0.26,0.21,,,0.13,,0.18,0.20,0.10,,,,0.22,,,0.22,0.14,,0.21,,,0.08,,
01-06-2021,17,,,,,0.12,,0.13,0.13,0.06,,,0.53,,0.19,,0.24,0.08,,,,0.24,0.22,,,0.35,0.28,0.25,,,0.13,,0.31,0.20,0.10,,,,0.19,,,0.27,0.16,,0.23,,,0.09,,
01-06-2021,18,0.10,,,,0.18,,0.29,0.22,0.15,,,0.33,,0.20,,0.31,0.08,,,,0.23,0.38,,,0.25,0.29,0.37,,,0.19,,0.28,0.27,0.16,,,,0.14,,,0.34,0.25,,0.31,,,0.16,,
01-06-2021,19,0.11,,,,0.24,,0.27,0.21,0.17,,,0.30,,0.41,,0.41,0.03,,,,0.25,0.39,,,0.25,0.20,0.36,,,0.27,,0.24,0.24,0.31,,,,0.14,,,0.25,0.17,,0.27,,,0.17,,
01-06-2021,20,0.11,,,,0.20,,0.17,0.16,0.16,,,0.36,,0.23,,0.28,0.05,,,,0.26,0.25,,,0.25,0.13,0.27,,,0.29,,0.30,0.18,0.18,,,,0.23,,,0.26,0.19,,0.34,,,0.19,,
01-06-2021,21,0.12,,,,0.18,,0.14,0.16,0.13,,,0.34,,0.28,,0.18,0.08,,,,0.26,0.22,,,0.21,0.20,0.25,,,0.28,,0.28,0.19,0.32,,,,0.21,,,0.20,0.27,,0.28,,,0.17,,
01-06-2021,22,0.09,,,,0.17,,0.10,0.15,0.05,,,0.28,,0.29,,0.17,0.05,,,,0.21,0.17,,,0.20,0.17,0.21,,,0.14,,0.28,0.13,0.21,,,,0.23,,,0.13,0.14,,0.26,,,0.12,,
01-06-2021,23,0.05,,,,0.13,,0.09,0.09,0.05,,,0.22,,0.16,,0.13,0.11,,,,0.15,0.14,,,0.13,0.19,0.14,,,0.11,,0.15,0.15,0.13,,,,0.16,,,0.10,0.09,,0.22,,,0.07,,
01-06-2021,24,0.00,,,,0.10,,0.04,0.06,0.03,,,0.23,,0.12,,0.13,0.10,,,,0.14,0.09,,,0.07,0.12,0.10,,,0.08,,0.09,0.03,0.10,,,,0.08,,,0.09,0.04,,0.18,,,0.01,,
02-06-2021,1,0.00,,,,0.06,,0.00,0.03,0.01,,,0.18,,0.07,,0.11,0.07,,,,0.14,0.00,,,0.07,0.09,0.08,,,0.06,,0.06,0.00,0.07,,,,0.05,,,0.07,0.02,,0.14,,,0.00,,
02-06-2021,2,0.00,,,,0.05,,0.01,0.03,0.01,,,0.08,,0.06,,0.09,0.06,,,,0.11,0.04,,,0.06,0.09,0.08,,,0.09,,0.07,0.01,0.06,,,,0.04,,,0.07,0.01,,0.14,,,0.00,,
02-06-2021,3,0.01,,,,0.06,,0.03,0.02,0.02,,,0.10,,0.05,,0.10,0.07,,,,,0.10,,,0.04,0.13,0.08,,,0.08,,0.08,0.00,0.05,,,,0.01,,,0.06,0.03,,0.14,,,0.00,,
02-06-2021,4,0.02,,,,0.09,,0.02,0.04,0.00,,,0.03,,0.03,,0.09,0.02,,,,,0.15,,,0.07,0.13,0.08,,,0.06,,0.08,0.15,0.04,,,,0.01,,,0.09,0.06,,0.19,,,0.05,,
02-06-2021,5,0.04,,,,0.21,,0.11,0.06,0.04,,,0.20,,0.07,,0.16,0.03,,,,,0.19,,,0.18,0.18,0.19,,,0.06,,0.16,0.11,0.07,,,,0.05,,,0.19,0.11,,0.30,,,0.09,,
02-06-2021,6,0.27,,,,0.29,,0.24,0.11,0.10,,,0.20,,0.09,,0.31,0.05,,,,,0.53,,,0.28,0.32,0.23,,,0.13,,0.26,0.17,0.15,,,,0.04,,,0.38,0.12,,0.40,0.21,,0.16,,
02-06-2021,7,0.24,,,,0.44,,0.26,0.13,0.12,,,0.76,,0.15,,0.68,0.10,,,,,0.47,,,0.75,0.45,0.35,,,0.24,,0.36,0.27,0.26,,,,0.13,,,0.44,0.25,,0.44,0.33,,0.33,,
02-06-2021,8,0.16,,,,0.28,,0.29,0.28,0.18,,,0.69,,0.35,,0.56,0.41,,,,,0.31,,,0.66,0.57,0.41,,,0.21,,0.46,0.61,0.32,,,,0.31,,,0.39,0.38,,0.56,0.24,,0.38,,
02-06-2021,9,0.22,,,,0.29,,0.34,0.31,0.16,,,0.69,,0.34,,0.43,0.51,,,,,0.18,,,0.51,0.49,0.35,,,0.24,,0.26,0.56,0.29,,,,0.14,,,0.46,0.25,,0.35,0.31,,0.34,,
02-06-2021,10,0.24,,,,0.30,,0.36,0.35,0.25,,,0.43,,0.35,,0.49,0.39,,,,,0.33,,,0.44,0.63,0.45,,,0.29,,0.36,0.49,0.33,,,,0.10,,,0.59,0.29,,0.43,0.40,,0.34,,
02-06-2021,11,0.14,,,,0.44,,0.29,0.50,0.28,,,0.37,,0.22,,0.49,0.32,,,,,0.34,,,0.70,0.48,0.56,,,0.31,,0.19,0.46,0.35,,,,0.14,,,0.51,0.46,,0.32,0.35,,0.23,,
02-06-2021,12,0.13,,,,0.43,,0.24,0.44,0.25,,,0.45,,0.15,,0.45,0.32,,,,,0.22,,,0.66,0.43,0.48,,,0.33,,0.14,0.31,0.35,,,,0.10,,,0.60,0.32,,,0.32,,0.17,,
02-06-2021,13,0.12,,,,0.28,,0.32,0.28,0.26,,,0.46,,0.09,,0.35,0.23,,,,0.06,0.19,,,0.60,0.46,0.34,,,0.28,,0.15,0.24,0.09,,,,0.08,,,0.56,0.25,,0.07,0.34,,0.11,,
02-06-2021,14,0.12,,,,0.23,,0.37,0.35,0.18,,,0.49,,0.21,,0.34,0.32,,,,0.08,0.33,,,0.56,0.67,0.43,,,0.35,,0.34,0.34,0.14,,,,0.10,,,0.56,0.27,,0.21,0.44,,0.21,,
02-06-2021,15,0.16,,,,0.22,,0.51,0.31,0.29,,,0.41,,0.25,,0.23,0.46,,,,0.02,0.48,,,0.68,0.87,0.66,,,0.29,,0.56,0.44,0.28,,,,0.12,,,0.58,0.32,,0.29,0.63,,0.31,,
02-06-2021,16,0.24,,,,0.17,,0.72,0.68,0.42,,,,,0.25,,0.43,0.34,,,,0.05,0.62,,,0.67,0.70,0.90,,,0.28,,0.57,0.56,0.38,,,,0.39,,,0.42,0.30,,0.39,0.53,,0.30,,
02-06-2021,17,0.22,,,,0.37,,0.63,0.57,0.41,,,0.63,,0.35,,0.59,0.32,,,,0.05,0.47,,,0.53,0.69,0.84,,,0.32,,0.34,0.42,0.38,,,,0.20,,,0.61,0.39,,0.19,0.43,,0.39,,
02-06-2021,18,0.18,,,,0.52,,0.51,0.64,0.23,,,0.66,,0.40,,0.66,0.20,,,,0.06,0.47,,,0.52,0.62,0.61,,,0.29,,0.33,0.39,0.44,,,,0.13,,,0.65,0.44,,0.12,0.37,,0.43,,
02-06-2021,19,0.13,,,,0.59,,0.52,0.38,0.21,,,0.56,,0.46,,0.67,0.14,,,,0.03,0.47,,,0.43,0.43,0.60,,,0.23,,0.33,0.33,0.45,,,,0.14,,,0.77,0.36,,0.16,0.38,,0.36,,
02-06-2021,20,0.14,,,,0.45,,0.38,0.32,0.35,,,0.47,,0.43,,0.45,0.16,,,,0.07,0.31,,,0.87,0.28,0.45,,,0.35,,0.48,0.33,0.43,,,,0.19,,,0.52,0.27,,0.33,0.29,,0.37,,
02-06-2021,21,0.20,,,,0.33,,0.32,0.37,0.25,,,0.78,,0.47,,0.59,0.24,,,,0.15,0.35,,,0.83,0.36,0.45,,,0.33,,0.32,0.35,0.49,,,,0.26,,,0.43,0.44,,0.21,0.26,,0.27,,
02-06-2021,22,0.16,,,,0.34,,0.45,0.41,0.22,,,0.61,,0.42,,0.31,0.30,,,,0.16,0.44,,,0.56,0.49,0.44,,,0.32,,0.45,0.39,0.42,,,,0.30,,,0.34,0.33,,0.33,0.37,,0.24,,
02-06-2021,23,0.13,,,,0.22,,0.52,0.25,0.22,,,0.30,,0.42,,0.30,0.32,,,,0.23,0.39,,,0.51,0.51,0.41,,,0.31,,0.29,0.34,0.37,,,,0.37,,,0.24,0.32,,0.35,0.34,,0.22,,
02-06-2021,24,0.18,,,,0.19,,0.33,0.19,0.31,,,0.27,,0.35,,0.23,0.29,,,,0.27,0.22,,,0.48,0.32,0.34,,,0.38,,0.38,0.16,0.52,,,,0.38,,,0.17,0.29,,0.32,0.45,,0.16,,
03-06-2021,1,0.10,,,,0.17,,0.32,0.20,0.37,,,0.44,,0.40,,0.22,0.27,,,,0.12,0.15,,,0.45,0.35,0.25,,,0.46,,0.21,0.14,0.49,,,,0.28,,,0.20,0.28,,0.36,0.36,,0.09,,
03-06-2021,2,0.10,,,,0.14,,0.22,0.24,0.33,,,0.39,,0.31,,0.23,0.20,,,,0.11,0.13,,,0.40,0.30,0.24,,,0.39,,0.15,0.06,0.41,,,,0.28,,,0.25,0.09,,0.27,0.14,,0.06,,
03-06-2021,3,0.10,,,,0.11,,0.21,0.13,0.20,,,0.26,,0.18,,0.20,0.13,,,,0.08,0.07,,,0.32,0.25,0.23,,,0.31,,0.17,0.05,0.22,,,,0.19,,,0.13,0.07,,0.15,0.14,,0.04,,
03-06-2021,4,0.10,,,,0.13,,0.19,0.08,0.13,,,0.26,,0.14,,0.15,0.08,,,,0.06,0.06,,,0.35,0.20,0.23,,,0.25,,0.21,0.07,0.24,,,,0.11,,,0.15,0.09,,0.07,0.12,,0.06,,
03-06-2021,5,0.12,,,,0.15,,0.10,0.15,0.03,,,0.21,,0.14,,0.23,0.05,,,,0.04,0.11,,,0.40,0.33,0.37,,,0.13,,0.32,0.13,0.18,,,,0.07,,,0.22,0.10,,0.05,0.21,,0.13,,
03-06-2021,6,0.17,,,,0.24,,0.28,0.27,0.11,,,0.45,,0.21,,0.49,0.19,,,,0.10,0.25,,,0.59,0.49,0.53,,,0.17,,0.36,0.31,0.27,,,,0.11,,,0.41,0.26,,0.10,0.30,,0.04,,
03-06-2021,7,0.22,,,,0.37,,0.53,0.61,0.19,,,0.88,,0.31,,0.97,0.22,,,,0.08,0.38,,,0.80,0.73,0.77,,,0.20,,0.33,0.66,0.47,,,,0.23,,,0.70,0.43,,0.30,0.47,,0.23,,
03-06-2021,8,0.25,,,,0.43,,0.47,0.45,0.28,,,0.67,,0.45,,0.86,0.28,,,,0.12,0.55,,,0.79,0.88,0.53,,,0.24,,,0.69,0.38,,,,0.30,,,0.64,0.52,,0.36,0.41,,0.32,,
03-06-2021,9,0.25,,,,0.56,,0.56,0.62,0.34,,,0.62,,0.47,,0.59,0.29,,,,0.14,0.44,,,0.68,0.80,0.62,,,0.32,,,0.37,0.43,,,,0.23,,,0.67,0.52,,0.28,0.41,,0.37,,
03-06-2021,10,0.19,,,,,,0.50,0.70,0.39,,,,,0.37,,0.54,0.32,,,,0.12,0.75,,,0.54,0.73,0.68,,,0.44,,,0.30,0.39,,,,0.19,,,0.69,0.53,,0.18,0.38,,0.41,,
03-06-2021,11,0.11,,,,,,0.54,0.65,0.33,,,,,0.38,,0.45,0.43,,,,0.10,0.60,,,,0.93,0.55,,,0.59,,,0.33,0.36,,,,0.09,,,0.73,0.52,,0.12,0.28,,0.32,,
03-06-2021,12,0.14,,,,,,0.51,0.54,0.37,,,,,0.40,,0.31,0.44,,,,0.11,0.39,,,,0.66,0.46,,,0.38,,0.15,0.55,0.30,,,,0.07,,,,0.53,,0.07,0.18,,0.25,,
03-06-2021,13,0.18,,,,,,0.44,0.50,0.36,,,,,0.34,,0.42,0.26,,,,0.07,0.22,,,,0.53,0.51,,,0.44,,0.18,0.33,0.34,,,,0.12,,,0.38,0.59,,0.11,0.19,,0.22,,
03-06-2021,14,0.27,,,,0.53,,0.39,0.52,0.22,,,,,0.29,,0.35,0.23,,,,0.05,0.23,,,,0.63,0.48,,,0.39,,0.30,0.26,0.31,,,,0.13,,,0.39,0.55,,0.11,0.32,,0.21,,
03-06-2021,15,0.32,,,,0.54,,0.35,0.59,0.18,,,0.37,,0.36,,0.39,0.28,,,,0.06,0.29,,,,0.62,0.35,,,0.19,,0.16,0.27,0.36,,,,0.09,,,0.41,0.50,,0.13,0.32,,0.23,,
03-06-2021,16,0.26,,,,0.52,,0.27,0.36,0.20,,,0.23,,0.32,,0.27,0.34,,,,0.06,0.25,,,,0.68,0.44,,,0.31,,0.17,0.23,0.45,,,,0.11,,,0.29,0.57,,0.13,0.41,,0.47,,
03-06-2021,17,0.18,,,,0.34,,0.26,0.44,0.10,,,0.20,,0.28,,0.22,0.19,,,,0.07,0.23,,,,0.59,0.39,,,0.13,,0.27,0.37,0.35,,,,0.10,,,0.09,0.49,,0.12,0.30,,0.17,,
03-06-2021,18,0.27,,,,0.34,,0.27,0.41,0.18,,,0.24,,0.39,,0.12,0.25,,,,0.11,0.26,,,,0.49,0.43,,,0.24,,0.26,0.49,0.37,,,,0.15,,,0.35,0.30,,0.14,0.25,,0.05,,
03-06-2021,19,0.33,,,,0.45,,0.46,0.46,0.28,,,0.10,,0.37,,0.52,0.40,,,,0.11,0.40,,,,0.49,0.40,,,0.35,,0.42,0.57,0.43,,,,0.28,,,0.40,0.33,,0.31,0.39,,0.25,,
03-06-2021,20,0.31,,,,0.45,,0.50,0.41,0.26,,,0.13,,0.35,,0.47,0.45,,,,0.09,0.46,,,,0.56,0.49,,,0.31,,0.49,0.70,0.35,,,,0.33,,,0.38,0.32,,0.42,0.33,,0.31,,
03-06-2021,21,0.32,,,,0.53,,0.36,0.46,0.28,,,0.29,,0.29,,0.38,0.38,,,,0.06,0.34,,,,0.49,0.41,,,0.35,,0.44,0.79,0.39,,,,0.28,,,0.29,0.38,,0.35,0.38,,0.33,,
03-06-2021,22,0.32,,,,0.42,,0.41,0.34,0.25,,,0.11,,0.24,,0.45,,,,,0.06,0.31,,,,0.43,0.48,,,0.29,,0.49,0.60,0.37,,,,,,,0.23,0.44,,0.29,0.42,,0.17,,
03-06-2021,23,0.26,,,,0.37,,0.35,0.39,0.26,,,0.15,,0.32,,0.38,0.67,,,,0.06,0.27,,,,0.42,0.47,,,0.26,,0.54,0.50,0.41,,,,0.20,,,0.17,0.37,,0.36,0.23,,0.05,,
03-06-2021,24,0.20,,,,0.35,,0.38,0.41,0.30,,,0.25,,0.26,,0.40,0.58,,,,0.07,0.29,,,0.43,0.49,0.48,,,0.32,,0.44,0.33,0.36,,,,0.33,,,0.17,0.30,,0.30,0.30,,0.04,,
04-06-2021,1,0.21,,,,0.34,,0.41,0.62,0.28,,,0.15,,0.28,,0.34,0.56,,,,0.10,0.32,,,0.45,0.52,0.46,,0.22,0.37,,0.37,0.42,0.35,,,,0.18,,,0.20,0.30,,0.34,0.35,,0.12,,
04-06-2021,2,0.25,,,,0.41,,0.33,0.41,0.30,,,0.15,,0.22,,0.34,0.55,,,,0.08,0.37,,,0.47,0.55,0.39,,0.18,0.35,,0.31,0.39,0.32,,,,0.15,,,0.34,0.31,,0.25,0.29,,0.22,,
04-06-2021,3,0.21,,,,0.44,,0.37,0.46,0.28,,,0.15,,0.17,,0.39,0.54,,,,0.08,0.26,,,0.37,0.58,0.36,,0.12,0.34,,0.40,0.40,0.27,,,,0.16,,,0.35,0.26,,0.18,0.21,,0.20,,
04-06-2021,4,0.20,,,,0.41,,0.21,0.47,0.19,,,0.15,,0.17,,0.31,0.48,,,,0.06,0.25,,,0.44,0.50,0.43,,0.15,0.30,,0.40,0.47,0.25,,,,0.14,,,0.25,0.35,,0.21,0.22,,0.20,,
04-06-2021,5,0.20,,,,0.27,,0.25,0.56,0.20,,,0.25,,0.17,,0.47,0.53,,,,0.04,0.32,,,0.48,0.62,0.59,,0.23,0.31,,0.52,0.61,0.29,,,,0.20,,,0.30,0.42,,0.25,0.23,,0.18,,
04-06-2021,6,0.34,,,,0.41,,0.40,0.72,0.24,,,0.90,,0.27,,0.70,0.48,,,,0.08,0.93,,,0.77,0.86,0.75,,0.36,0.37,,0.82,1.09,0.46,,,,0.30,,,0.70,0.67,,0.34,0.33,,0.35,,
04-06-2021,7,0.62,,,,0.47,,1.07,0.95,0.41,,,1.68,,0.75,,1.49,0.40,,,,0.04,1.05,,,1.09,1.39,1.02,,0.64,0.52,,0.84,0.90,0.54,,,,0.26,,,0.96,0.88,,0.92,0.93,,0.70,,
04-06-2021,8,0.65,,,,0.74,,0.72,1.15,0.62,,,1.01,,0.34,,1.56,0.43,,,,0.14,1.04,,,1.13,1.25,0.84,,0.60,0.50,,0.72,0.74,0.61,,,,0.37,,,0.75,0.95,,0.59,0.94,,,,
04-06-2021,9,0.46,,,,0.58,,0.60,1.09,0.45,,,0.22,,0.14,,0.82,0.52,,,,0.17,0.86,,,0.70,1.01,0.83,,0.42,0.56,,0.77,0.57,0.35,,,,0.30,,,0.54,0.93,,0.60,0.84,,,,
