Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2021,1,,,,,0.25,,1.40,0.59,0.53,,0.24,,,,,0.28,0.39,,,,0.09,,,,0.93,0.58,0.62,0.76,0.34,1.41,,0.24,0.42,0.43,,,,,,,0.50,,,0.31,0.22,,1.46,,
01-01-2021,2,,,,,0.56,,1.22,0.97,0.52,,0.29,,,,,0.47,0.31,,,,0.08,,,,0.77,0.67,0.70,0.53,0.34,0.77,,0.22,0.40,0.42,,,,,,,0.48,,,0.51,0.48,,1.60,,
01-01-2021,3,,,,,0.51,,0.71,0.78,0.54,,0.19,,,,,0.72,0.42,,,,0.07,,,,0.50,0.61,0.95,0.43,0.27,0.46,,0.37,0.43,0.39,,,,,,,0.60,,,0.55,0.35,,2.32,,
01-01-2021,4,,,,,0.64,,0.88,1.04,0.57,,0.15,,,,,0.68,0.48,,,,0.06,,,,0.52,0.77,0.98,0.41,0.34,0.42,,0.33,0.52,0.40,,,,,,,0.61,,,0.64,0.50,,2.95,,
01-01-2021,5,,,,,0.71,,0.72,0.57,0.61,,0.16,,,,,0.81,0.37,,,,0.04,,,,0.72,0.73,0.91,0.14,0.31,0.48,,0.80,0.43,0.46,,,,,,,0.63,,,0.61,0.44,,2.02,,
01-01-2021,6,,,,,0.68,,0.92,0.78,0.57,,0.17,,,,,0.90,0.44,,,,0.03,,,,0.69,0.70,0.71,0.09,0.40,0.51,,0.40,0.70,0.43,,,,1.05,,,0.67,,,0.65,0.55,,1.48,,
01-01-2021,7,,,,,0.50,,0.77,0.86,0.54,,0.10,,,,,0.86,0.75,,,,0.02,,,,0.76,0.98,0.61,0.06,0.85,0.56,,1.39,0.86,0.38,,,,0.61,,,0.53,,,0.69,0.57,,1.98,,
01-01-2021,8,,,,,0.49,,0.60,1.10,0.52,,0.66,,,,,0.85,0.82,,,,0.01,,,,0.56,0.87,0.51,0.08,1.07,0.50,,0.87,1.26,0.41,,,,0.65,,,0.51,,,1.01,0.56,,1.91,,
01-01-2021,9,,,,,0.58,,0.51,0.93,0.52,,0.63,,,,,0.80,0.85,,,,0.03,,,,0.36,0.86,0.43,0.10,1.00,0.47,,0.90,1.51,0.40,,,,0.76,,,0.60,,,0.81,0.59,,1.40,,
01-01-2021,10,,,,,0.53,,0.42,0.63,0.25,,0.32,,,,,0.63,0.42,,,,0.06,,,,0.50,0.60,0.28,0.10,0.42,0.34,,0.82,0.59,0.29,,,,0.65,,,0.61,,,0.39,0.43,,1.07,,
01-01-2021,11,,,,,0.49,,0.32,0.50,0.22,,0.16,,,,,0.43,0.26,,,,0.10,,,,0.48,0.45,0.17,0.14,0.46,0.18,,0.43,0.23,0.22,,,,0.38,,,0.59,,,0.26,0.14,,0.86,,
